ind	marker	a1_count	a2_count	called_geno	a1_corr	a2_corr
OkeCC19NEHR_0034	Oke_RDDFW45450_75	0	121	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW46094_46	89	73	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW4669_39	0	247	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW46886_62	0	184	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW47500_38	105	149	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW47666_40	257	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW47763_68	457	2	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW47838_76	269	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW48220_71	173	171	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW48558_66	69	64	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW48576_24	110	113	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW48705_55	256	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW49372_62	163	161	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW50553_28	160	148	HET	0	0.35
OkeCC19NEHR_0034	Oke_RDDFW50712_39	1023	68	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW51270_33	266	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW51705_44	260	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW52567_35	259	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW52773_67	136	131	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW53380_67	66	53	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW54241_69	300	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW57028_36	276	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW57213_78	2	242	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW58551_52	183	147	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW58967_48	0	101	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW59084_41	0	264	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW59113_30	155	146	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW6089_75	318	367	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW61097_36	270	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW61270_26	127	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW61351_74	0	461	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW61394_55	1	195	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW62184_66	0	597	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW63326_23	102	105	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW63766_37	0	198	A2HOM	0	0.25
OkeCC19NEHR_0034	Oke_RDDFW64078_73	312	2	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW64969_46	204	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW65679_48	130	129	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW65809_61	379	401	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW65817_59	0	487	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW6606_46	5	349	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW66307_18	492	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW66740_41	403	6	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW67033_73	124	132	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW6714_54	169	162	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW67894_45	277	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW68590_61	549	5	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW6872_56	132	147	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW69367_28	0	475	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW69501_76	79	76	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW69741_55	383	3	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW69778_62	223	2	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW69792_54	5	392	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW70556_28	0	209	A2HOM	0.5	0
OkeCC19NEHR_0034	Oke_RDDFW70829_40	172	195	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW70902_20	105	93	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW71171_55	1	280	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW71319_78	468	2	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW71747_19	132	108	HET	0	1
OkeCC19NEHR_0034	Oke_RDDFW71866_73	235	0	A1HOM	0	0.5
OkeCC19NEHR_0034	Oke_RDDFW72082_30	0	309	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW72091_54	0	352	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW72178_38	154	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW72464_65	0	487	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW72515_22	215	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW72580_61	72	73	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW73626_31	145	0	A1HOM	0	0.25
OkeCC19NEHR_0034	Oke_RDDFW73828_41	5	577	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW74107_70	155	181	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW75268_70	60	50	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW75348_40	0	358	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW76878_51	275	4	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW78157_36	169	164	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW78789_24	200	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW80059_43	0	369	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW80154_68	0	590	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW80662_52	1	217	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW89343_75	191	169	HET	0	0.25
OkeCC19NEHR_0034	Oke_RDDFW89357_49	535	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW89443_55	314	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW90259_25	159	92	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW90437_74	75	84	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW91049_44	422	391	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW91108_63	315	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW9156_37	79	77	HET	0	0.25
OkeCC19NEHR_0034	Oke_RDDFW92495_48	0	312	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW92671_68	299	262	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW92833_41	172	155	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW93115_22	367	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW93316_60	0	393	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW945_50	373	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW94768_76	176	172	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW95768_60	282	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW96549_63	1	258	A2HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW97046_68	235	182	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW97566_28	186	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW97971_30	260	237	HET	0	0
OkeCC19NEHR_0034	Oke_RDDFW98640_53	106	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RDDFW9886_52	732	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RFC2_618	315	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RH1op_245	282	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RS9_379	218	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_RSPRY1_106	0	283	A2HOM	0	0
OkeCC19NEHR_0034	Oke_TCP1_78	262	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_TCTA_99	109	106	HET	0	0
OkeCC19NEHR_0034	Oke_U1002_165	509	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U1002_262	2	362	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U1008_83	0	100	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U1015_255	0	226	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U1017_52	250	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U1019_218	157	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U1020_75	0	234	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U1021_102	115	125	HET	0	0
OkeCC19NEHR_0034	Oke_U1023_147	180	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U1024_113	259	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U1028_100	149	2	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2001_629	529	0	A1HOM	2	0
OkeCC19NEHR_0034	Oke_U2003_142	482	12	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2005_62	171	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2006_109	111	77	HET	0	0
OkeCC19NEHR_0034	Oke_U2010_94	301	317	HET	0	0
OkeCC19NEHR_0034	Oke_U2011_107	374	327	HET	0	0
OkeCC19NEHR_0034	Oke_U2016_118	0	247	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U2017_87	133	107	HET	0	0
OkeCC19NEHR_0034	Oke_U2019_112	259	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2020_51	1	218	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U2022_101	117	106	HET	2	0
OkeCC19NEHR_0034	Oke_U2024_93	2	246	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U2025_86	144	155	HET	0	0
OkeCC19NEHR_0034	Oke_U2026_64	79	78	HET	0	0
OkeCC19NEHR_0034	Oke_U2029_79	1	350	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U2031_37	377	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2032_74	0	240	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U2033_122	169	159	HET	0	0
OkeCC19NEHR_0034	Oke_U2034_55	95	100	HET	0	0
OkeCC19NEHR_0034	Oke_U2035_54	270	4	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2037_76	273	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2041_84	1	162	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U2043_51	247	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2045_43	213	232	HET	0	0
OkeCC19NEHR_0034	Oke_U2048_91	299	2	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2049_99	128	146	HET	0	0
OkeCC19NEHR_0034	Oke_U2053_60	128	170	HET	0	0
OkeCC19NEHR_0034	Oke_U2054_58	207	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U2056_90	3	316	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U2057_80	185	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U305_307	250	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U504_228	6	291	A2HOM	0	0
OkeCC19NEHR_0034	Oke_U506_110	232	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_U507_087	437	406	HET	0	0
OkeCC19NEHR_0034	Oke_U507_286	113	100	HET	0	0
OkeCC19NEHR_0034	Oke_U509_219	376	294	HET	0	0.75
OkeCC19NEHR_0034	Oke_U511_271	140	133	HET	2	0
OkeCC19NEHR_0034	Oke_U514_150	628	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_arf_319	5	506	A2HOM	0	0
OkeCC19NEHR_0034	Oke_brd2_118	0	335	A2HOM	0	0
OkeCC19NEHR_0034	Oke_brp16_65	0	187	A2HOM	0	0
OkeCC19NEHR_0034	Oke_ccd16_77	0	384	A2HOM	0	0
OkeCC19NEHR_0034	Oke_cjo57_86	307	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_ctgf_105	308	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_e2ig5_50	106	111	HET	0	0
OkeCC19NEHR_0034	Oke_eif4ebp2_64	1	379	A2HOM	0	0
OkeCC19NEHR_0034	Oke_eif4g1_43	1	201	A2HOM	0	0
OkeCC19NEHR_0034	Oke_f5_71	187	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_glrx1_78	0	142	A2HOM	0	0
OkeCC19NEHR_0034	Oke_hsc71_199	224	243	HET	0	0
OkeCC19NEHR_0034	Oke_il_1racp_67	187	121	HET	0	0
OkeCC19NEHR_0034	Oke_lactb2_71	148	146	HET	0	0
OkeCC19NEHR_0034	Oke_mcfd2_86	459	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_mgll_49	127	130	HET	0	0
OkeCC19NEHR_0034	Oke_nc2b_148	68	77	HET	0	0
OkeCC19NEHR_0034	Oke_ndub3_58	169	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_pgap_92	1	321	A2HOM	0	0
OkeCC19NEHR_0034	Oke_pnrc2_78	1	335	A2HOM	0	0
OkeCC19NEHR_0034	Oke_psmd9_057	508	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_psmd9_188	123	151	HET	0	0
OkeCC19NEHR_0034	Oke_rab5a_117	225	230	HET	0	0
OkeCC19NEHR_0034	Oke_ras1_249	333	3	A1HOM	0	0
OkeCC19NEHR_0034	Oke_serpin_140	164	151	HET	0	0
OkeCC19NEHR_0034	Oke_slc1a3a_86	172	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_sylc_90	249	2	A1HOM	0	0
OkeCC19NEHR_0034	Oke_thic_84	168	0	A1HOM	0	0
OkeCC19NEHR_0034	Oke_txnrd1_74	125	120	HET	0	0
OkeCC19NEHR_0034	Oke_u1_519	340	1	A1HOM	0	0
OkeCC19NEHR_0034	Oke_u200_385	120	115	HET	0	0
OkeCC19NEHR_0034	Oke_u216_222	168	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_ACOT_100	204	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_APOB_60	99	80	HET	0	0
OkeCC19NEHR_0037	Oke_ATP5L_105	1	184	A2HOM	0	0
OkeCC19NEHR_0037	Oke_AhR1_278	241	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_CATB_60	201	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_CD123_62	2	278	A2HOM	0	0
OkeCC19NEHR_0037	Oke_CKS1_70	245	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_CKS_389	231	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_CO1A1_72	1	123	A2HOM	0	1.5
OkeCC19NEHR_0037	Oke_CTR2_82	1	301	A2HOM	0	0
OkeCC19NEHR_0037	Oke_DBLOH_79	128	124	HET	0	0
OkeCC19NEHR_0037	Oke_DCXR_87	0	222	A2HOM	0	0
OkeCC19NEHR_0037	Oke_DM20_548	163	0	A1HOM	0.25	0
OkeCC19NEHR_0037	Oke_EF2_394	87	85	HET	0	0
OkeCC19NEHR_0037	Oke_GNMT_100	208	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_GPDH_191	97	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_H2AX_72	88	84	HET	0	0
OkeCC19NEHR_0037	Oke_HP_182	151	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_IL8r2_406	334	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_IL8r_272	961	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_KPNA2_87	0	0	NA	0	0
OkeCC19NEHR_0037	Oke_LAMP2_186	0	205	A2HOM	0	0
OkeCC19NEHR_0037	Oke_METK2_97	0	114	A2HOM	0	0
OkeCC19NEHR_0037	Oke_MLRN_63	155	2	A1HOM	0	0
OkeCC19NEHR_0037	Oke_PDIA3_082	1	341	A2HOM	0	0
OkeCC19NEHR_0037	Oke_PDIA3_475	164	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_PPA2_635	149	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD10028_44	79	82	HET	0	0
OkeCC19NEHR_0037	Oke_RAD10173_41	0	237	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD10459_85	0	147	A2HOM	0.25	0
OkeCC19NEHR_0037	Oke_RAD10591_67	0	285	A2HOM	0	0.25
OkeCC19NEHR_0037	Oke_RAD10676_50	223	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD10719_31	2	145	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD11183_63	162	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD11379_85	191	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD11444_75	173	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD11500_80	206	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD11690_33	63	76	HET	0	0
OkeCC19NEHR_0037	Oke_RAD11918_57	191	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD11928_30	134	140	HET	0	0
OkeCC19NEHR_0037	Oke_RAD11999_36	153	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD12038_34	382	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD12294_71	0	315	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD12377_41	53	53	HET	0	0
OkeCC19NEHR_0037	Oke_RAD12415_71	125	138	HET	0	0
OkeCC19NEHR_0037	Oke_RAD12909_51	1	115	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD13522_47	3	235	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD14303_73	765	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD14679_56	156	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD14852_56	42	35	HET	0	0
OkeCC19NEHR_0037	Oke_RAD14962_45	59	56	HET	0	0
OkeCC19NEHR_0037	Oke_RAD16205_61	114	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD1635_77	151	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD16763_78	0	189	A2HOM	0	0.5
OkeCC19NEHR_0037	Oke_RAD16805_31	0	185	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD17085_70	104	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD17316_60	0	167	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD17332_67	0	164	A2HOM	0	0.25
OkeCC19NEHR_0037	Oke_RAD19121_72	61	102	HET	0	0
OkeCC19NEHR_0037	Oke_RAD19883_47	119	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD21307_43	268	309	HET	0	0
OkeCC19NEHR_0037	Oke_RAD2158_44	91	97	HET	0	0
OkeCC19NEHR_0037	Oke_RAD22662_43	82	96	HET	0	0
OkeCC19NEHR_0037	Oke_RAD2414_54	70	85	HET	0	0
OkeCC19NEHR_0037	Oke_RAD24191_34	220	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD2522_75	0	164	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD27585_82	0	240	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD27616_72	214	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD2772_76	140	0	A1HOM	0	0.25
OkeCC19NEHR_0037	Oke_RAD2812_43	177	0	A1HOM	0.25	0
OkeCC19NEHR_0037	Oke_RAD2827_56	183	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD3131_64	417	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD3143_30	142	68	HET	2	0
OkeCC19NEHR_0037	Oke_RAD3223_33	0	146	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD3480_76	50	67	HET	0	0
OkeCC19NEHR_0037	Oke_RAD3664_73	110	90	HET	0	0
OkeCC19NEHR_0037	Oke_RAD3693_30	94	56	HET	0	0
OkeCC19NEHR_0037	Oke_RAD369_38	0	99	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD3715_76	0	259	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD3762_78	194	190	HET	0	0
OkeCC19NEHR_0037	Oke_RAD3861_38	1	136	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD3907_37	0	127	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD3938_71	0	180	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD3995_44	157	148	HET	0	0
OkeCC19NEHR_0037	Oke_RAD4286_77	106	115	HET	0	0
OkeCC19NEHR_0037	Oke_RAD4538_78	137	103	HET	0	0.25
OkeCC19NEHR_0037	Oke_RAD4787_63	127	105	HET	0	0
OkeCC19NEHR_0037	Oke_RAD4875_62	1	134	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD5156_68	108	120	HET	0	0
OkeCC19NEHR_0037	Oke_RAD5276_66	0	195	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD5434_50	159	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD5457_49	501	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD5615_34	86	96	HET	0	0
OkeCC19NEHR_0037	Oke_RAD5734_46	180	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD5951_44	0	108	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD7067_53	50	65	HET	0	0
OkeCC19NEHR_0037	Oke_RAD715_49	71	66	HET	0	0
OkeCC19NEHR_0037	Oke_RAD7431_40	0	193	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD7512_33	1	127	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD7883_49	284	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD7936_41	337	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD8018_38	70	63	HET	0	0
OkeCC19NEHR_0037	Oke_RAD8326_32	239	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD8335_79	0	392	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD8372_31	1	233	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD8698_82	527	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD8799_30	0	216	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD8814_56	0	247	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RAD8930_48	117	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD905_85	187	2	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD9273_49	160	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RAD9447_73	149	119	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW10186_42	0	98	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW112_17	460	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW13161_74	118	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW13803_76	130	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW14498_66	156	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW14591_59	138	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW14903_53	341	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW15717_46	104	123	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW16518_29	1965	3	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW16781_68	119	133	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW16886_37	0	136	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW17423_60	155	138	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW17478_56	231	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW18411_78	0	166	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW19534_51	104	108	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW19665_62	1	226	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW19805_61	146	6	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW19807_50	188	179	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW19817_73	1	216	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW19905_31	232	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW20179_61	62	60	HET	0	0.25
OkeCC19NEHR_0037	Oke_RDDFW20811_77	121	144	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW20999_31	119	150	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW21285_59	649	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW21890_73	216	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW23444_56	0	148	A2HOM	0	0.25
OkeCC19NEHR_0037	Oke_RDDFW24615_60	134	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW24690_58	251	2	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW25476_76	1	186	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW25539_63	238	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW27843_66	172	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW28182_57	0	224	A2HOM	0.35	0
OkeCC19NEHR_0037	Oke_RDDFW28560_20	293	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW29139_38	112	109	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW29994_56	192	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW30681_49	167	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW32214_64	152	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW35061_72	227	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW36545_52	1	229	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW36920_78	133	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW37304_51	0	159	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW37547_71	0	196	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW37906_35	0	86	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW37977_64	60	67	HET	0	0
OkeCC19NEHR_0037	Oke_RDDFW38189_70	240	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW38998_48	185	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW39056_71	1	459	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW39550_74	179	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW41741_28	185	10	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW41894_64	75	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW41968_67	0	214	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW44691_36	248	1	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW45450_75	0	91	A2HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW46094_46	107	0	A1HOM	0	0
OkeCC19NEHR_0037	Oke_RDDFW4669_39	79	66	HET	0	0
